"","model","split","auc_train","auc_test"
"1","gbm",1,0.832757201646091,0.832380952380952
"2","gbm",2,0.840452674897119,0.752857142857143
"3","gbm",3,0.842051734273957,0.744761904761905
"4","gbm",4,0.836255144032922,0.778571428571429
"5","gbm",5,0.839406231628454,0.744761904761905
"6","gbm",6,0.838212815990594,0.785238095238095
"7","gbm",7,0.83729570840682,0.777142857142857
"8","gbm",8,0.830828924162258,0.847142857142857
"9","gbm",9,0.834397413286302,0.794761904761905
"10","gbm",10,0.834097589653145,0.81047619047619
